,returns
ITOT,0.055993288511387525
DIA,0.05695665144218396
SPY,0.05686608767946054
XLG,0.05777862669766802
AIA,0.0387573152052108
GXC,0.045000631694411035
XLY,0.06784854844298141
XLE,-0.0035788457360322813
XLF,0.05073762420124416
XLV,0.0594231487854439
XLI,0.049824117320333816
XLB,0.03481906695071724
XLK,0.08973591744686735
XLU,0.06426436692395492
ICLN,0.02579481192723214
CGW,0.04074328963347066
WOOD,0.033381826268465205
IYR,0.058920134392438324
