,returns
ITOT,0.056936740585175054
DIA,0.05757120949209726
SPY,0.05772551122934578
XLG,0.05827261367842517
AIA,0.038664200049804295
GXC,0.04009581912301658
XLY,0.06874204303726864
XLE,-0.005529506156202371
XLF,0.05344911057350847
XLV,0.06043867988811807
XLI,0.05147807725245938
XLB,0.03496062475800094
XLK,0.09070986938612875
XLU,0.06343265174614232
ICLN,0.022438682031283245
CGW,0.04467129195840918
WOOD,0.034743399989304445
IYR,0.05938650254749571
