Date,return1,return2
2015-12-10,5,4.32660812
2015-12-11,5,4.023131875
2015-12-12,4.999999997,4.183044855
2015-12-13,5,4.144743036
2015-12-14,5,4.196946859
2015-12-15,4.999999999,4.328967788
2015-12-16,4.999999999,4.43639344
2015-12-17,5,4.337552634
2015-12-18,5,3.860739846
2015-12-19,5,3.994452454
2015-12-20,5,4.011396334
2015-12-21,5,4.054944962
2015-12-22,5,4.050365862
2015-12-23,5,4.300327208
2015-12-24,5.000000001,4.219662531
2015-12-25,5,4.077649624
2015-12-26,4.999999996,4.255968834
2015-12-27,5,4.047621594
2015-12-28,5.000000003,4.147568951
2015-12-29,4.999999998,4.230394211
2015-12-30,5,4.043422893
2015-12-31,5,4.180457712
2016-01-01,5,4.103213162
2016-01-02,5.000000001,4.170900607
2016-01-03,5,4.139722599
2016-01-04,5,3.842228951
2016-01-05,5,4.005822613
2016-01-06,5,3.846291991
2016-01-07,5.000000001,3.309445773
